2024-03-22 15:39:02,085 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2024-03-22 15:57:34,380 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/javaee8/2.1.2/javaee8-2.1.2.pom
2024-03-22 15:57:34,420 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/javaee8/2.1.2/javaee8-2.1.2.pom
2024-03-22 15:57:34,557 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/parent/1.0.1/parent-1.0.1.pom
2024-03-22 15:57:34,591 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/parent/1.0.1/parent-1.0.1.pom
2024-03-22 15:57:34,735 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/javaee8/2.1.2/javaee8-2.1.2.jar
2024-03-22 15:57:34,777 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/de/rieckpil/archetypes/javaee8/2.1.2/javaee8-2.1.2.jar
2024-03-22 15:58:33,815 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234 [638])
2024-03-22 15:58:33,817 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234
2024-03-22 15:58:33,817 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\aopalliance-1.0.jar
2024-03-22 15:58:33,817 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\guice-5.1.0.jar
2024-03-22 15:58:33,818 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpclient-4.5.14.jar
2024-03-22 15:58:33,818 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpcore-4.4.16.jar
2024-03-22 15:58:33,818 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jansi-2.4.0.jar
2024-03-22 15:58:33,818 [Worker-11: Launching mavenrun-a67647f3-3ee4-48af-9425-5aa582277630] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\H P\Desktop\JuanJo\Curso_KrakeDev\Modulo 2\12_Web_Services\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jcl-over-slf4j-1.7.36.jar
